258723347;38.70013;-9.420459;-0.164418;0.6754448
258723348;38.70001;-9.420528;-0.1644192;0.6754426
258723349;38.69983;-9.420585;-0.1644202;0.6754394
258723351;38.69909;-9.4207;-0.1644222;0.6754265
258723353;38.69882;-9.420642;-0.1644212;0.6754218
258723354;38.69773;-9.419639;-0.1644037;0.6754029
258723355;38.69745;-9.419459;-0.1644006;0.6753979
258723357;38.6974;-9.419477;-0.1644009;0.675397
258723358;38.69733;-9.419552;-0.1644022;0.6753958
258723360;38.69685;-9.420337;-0.1644159;0.6753874
258723362;38.69648;-9.420377;-0.1644166;0.6753809
309799443;38.70024;-9.418387;-0.1643819;0.6754466
309803888;38.69831;-9.420177;-0.1644131;0.675413
309804659;38.69928;-9.419887;-0.164408;0.6754298
309804707;38.69952;-9.419897;-0.1644082;0.6754341
309804708;38.69968;-9.419915;-0.1644085;0.6754368
309804723;38.70003;-9.417993;-0.164375;0.675443
309804726;38.69987;-9.418241;-0.1643793;0.6754403
309804727;38.69976;-9.418447;-0.1643829;0.6754383
309804775;38.69921;-9.418673;-0.1643869;0.6754287
309804776;38.69871;-9.418636;-0.1643862;0.6754199
309804777;38.69835;-9.418713;-0.1643875;0.6754136
309804778;38.69823;-9.41877;-0.1643886;0.6754116
309804780;38.69854;-9.418659;-0.1643866;0.675417
309804783;38.69851;-9.418481;-0.1643835;0.6754164
309804784;38.69845;-9.418413;-0.1643823;0.6754153
309804785;38.69814;-9.418388;-0.1643819;0.67541
309804786;38.69771;-9.418594;-0.1643855;0.6754024
309804816;38.6981;-9.418874;-0.1643904;0.6754093
309804817;38.69797;-9.419004;-0.1643926;0.6754069
309804833;38.69803;-9.419086;-0.1643941;0.6754081
309804834;38.6979;-9.419365;-0.1643989;0.6754057
309804835;38.69757;-9.419066;-0.1643937;0.6754001
309804850;38.69744;-9.41935;-0.1643987;0.6753978
309805387;38.69812;-9.419995;-0.1644099;0.6754096
309805428;38.69893;-9.418614;-0.1643858;0.6754237
310632748;38.69902;-9.420316;-0.1644155;0.6754252
310632778;38.69936;-9.420372;-0.1644165;0.6754313
310632779;38.69951;-9.420378;-0.1644166;0.6754339
330345988;38.69889;-9.420977;-0.1644271;0.6754231
330353864;38.69797;-9.42198;-0.1644446;0.6754069
330353865;38.69815;-9.421733;-0.1644403;0.6754101
330353866;38.69833;-9.421428;-0.1644349;0.6754133
330353867;38.69871;-9.421363;-0.1644338;0.6754199
330353868;38.69817;-9.422516;-0.1644539;0.6754106
330353870;38.6983;-9.422239;-0.1644491;0.6754127
330353871;38.69843;-9.421952;-0.1644441;0.6754149
330353872;38.69696;-9.421113;-0.1644294;0.6753893
330353877;38.69902;-9.421044;-0.1644282;0.6754254
330353878;38.69926;-9.421275;-0.1644323;0.6754295
330353879;38.69965;-9.421704;-0.1644398;0.6754363
330353881;38.70046;-9.422793;-0.1644588;0.6754505
664018351;38.69736;-9.422782;-0.1644586;0.6753964
664018352;38.69728;-9.422715;-0.1644574;0.675395
664018359;38.69748;-9.422602;-0.1644554;0.6753984
664018360;38.6974;-9.422468;-0.1644531;0.675397
664018361;38.69681;-9.422018;-0.1644452;0.6753867
664018362;38.69697;-9.42167;-0.1644392;0.6753895
664018363;38.69701;-9.421567;-0.1644374;0.6753902
664018365;38.69614;-9.420929;-0.1644262;0.6753751
664018373;38.69679;-9.422626;-0.1644559;0.6753864
664018374;38.69757;-9.422001;-0.1644449;0.6754001
664018375;38.6974;-9.421827;-0.1644419;0.6753971
664018376;38.69715;-9.421643;-0.1644387;0.6753926
699725464;38.69941;-9.422756;-0.1644581;0.6754321
1106416276;38.69685;-9.421473;-0.1644357;0.6753874
1106416278;38.69647;-9.421259;-0.164432;0.6753808
1106416283;38.69658;-9.420404;-0.1644171;0.6753827
1106416310;38.69629;-9.421641;-0.1644387;0.6753777
1106416359;38.69682;-9.421997;-0.1644449;0.6753869
1106416385;38.69754;-9.422523;-0.164454;0.6753994
1106416446;38.69681;-9.422395;-0.1644518;0.6753867
1106416490;38.69687;-9.422568;-0.1644548;0.6753878
1106416495;38.69758;-9.42211;-0.1644468;0.6754002
1106416506;38.69742;-9.422403;-0.164452;0.6753973
1106416583;38.69718;-9.421666;-0.1644391;0.6753932
1106416779;38.69692;-9.422467;-0.1644531;0.6753886
1106416788;38.69762;-9.422062;-0.164446;0.675401
1106416914;38.69684;-9.422619;-0.1644557;0.6753873
1106416925;38.69744;-9.422333;-0.1644507;0.6753978
1106416948;38.69694;-9.422105;-0.1644468;0.675389
1106416989;38.69662;-9.421876;-0.1644428;0.6753834
1155653824;38.69958;-9.419353;-0.1643987;0.6754351
1155653846;38.70085;-9.42333;-0.1644681;0.6754572
1155653892;38.69746;-9.42188;-0.1644428;0.6753981
1155653970;38.70036;-9.422661;-0.1644565;0.6754488
1155654009;38.699;-9.420685;-0.164422;0.6754249
1155654013;38.69691;-9.421207;-0.1644311;0.6753886
1155654053;38.6988;-9.422257;-0.1644494;0.6754214
1155654159;38.69652;-9.421296;-0.1644326;0.6753817
1155654162;38.6974;-9.42149;-0.164436;0.675397
1155654295;38.69959;-9.420341;-0.164416;0.6754352
1155654408;38.699;-9.420746;-0.164423;0.6754249
1155654424;38.69726;-9.421722;-0.1644401;0.6753947
1155654433;38.69892;-9.420774;-0.1644235;0.6754236
1155654474;38.69855;-9.422493;-0.1644535;0.6754172
1155654505;38.70045;-9.421163;-0.1644303;0.6754502
1155654520;38.69923;-9.422138;-0.1644473;0.6754289
1155654538;38.70105;-9.423119;-0.1644644;0.6754608
1155654638;38.6986;-9.421611;-0.1644381;0.675418
1155654671;38.69865;-9.422529;-0.1644542;0.6754188
1155654727;38.69998;-9.421406;-0.1644346;0.675442
1155654745;38.69958;-9.422436;-0.1644525;0.6754352
1155654795;38.69896;-9.420649;-0.1644213;0.6754243
1155654805;38.69682;-9.421316;-0.164433;0.675387
1155654870;38.70051;-9.422446;-0.1644527;0.6754513
1155654906;38.69678;-9.421448;-0.1644353;0.6753863
1155654996;38.69988;-9.419694;-0.1644047;0.6754404
1155655010;38.69969;-9.421758;-0.1644407;0.675437
1155655081;38.69898;-9.420774;-0.1644235;0.6754246
1155655118;38.69745;-9.421533;-0.1644368;0.6753979
1155655141;38.69978;-9.419909;-0.1644084;0.6754386
1155655151;38.69979;-9.421599;-0.1644379;0.6754388
1155655193;38.69748;-9.421555;-0.1644371;0.6753983
1155655218;38.69897;-9.421931;-0.1644437;0.6754245
1155655233;38.69931;-9.421327;-0.1644332;0.6754303
1155655322;38.69632;-9.421132;-0.1644298;0.6753781
1155655379;38.699;-9.420717;-0.1644225;0.675425
1155655413;38.69873;-9.421312;-0.1644329;0.6754203
1155655442;38.69861;-9.422529;-0.1644542;0.6754182
1155655600;38.6989;-9.420691;-0.1644221;0.6754232
1155655622;38.6991;-9.4217;-0.1644397;0.6754267
1155655744;38.69677;-9.420981;-0.1644271;0.6753861
1155655758;38.6989;-9.420752;-0.1644231;0.6754233
1155655832;38.69929;-9.419073;-0.1643938;0.6754301
1155655841;38.70007;-9.421813;-0.1644417;0.6754436
1155655875;38.69748;-9.421808;-0.1644416;0.6753985
1292032690;38.70016;-9.421296;-0.1644326;0.6754453
1292125574;38.70008;-9.420492;-0.1644186;0.6754438
1315111870;38.69828;-9.421487;-0.164436;0.6754124
1315111871;38.69839;-9.42143;-0.164435;0.6754144
1315111872;38.69847;-9.421447;-0.1644353;0.6754157
1315111874;38.69853;-9.421477;-0.1644358;0.6754167
1315111875;38.69861;-9.421457;-0.1644354;0.6754182
1315111876;38.69865;-9.421428;-0.1644349;0.6754189
1315111877;38.69869;-9.421422;-0.1644348;0.6754196
1315111878;38.69876;-9.420597;-0.1644204;0.6754207
1315111879;38.69889;-9.420721;-0.1644226;0.6754231
1315111880;38.69893;-9.420651;-0.1644214;0.6754238
1315111881;38.69895;-9.420785;-0.1644237;0.675424
1315111882;38.69898;-9.420907;-0.1644258;0.6754246
1319830429;38.69975;-9.417643;-0.1643689;0.675438
1319830431;38.69986;-9.417756;-0.1643708;0.6754399
1319830432;38.6999;-9.417803;-0.1643717;0.6754406
1319830434;38.69997;-9.418078;-0.1643765;0.6754419
1319830436;38.70018;-9.417327;-0.1643634;0.6754455
1605526218;38.6967;-9.420396;-0.1644169;0.6753848
1605526223;38.69748;-9.419688;-0.1644046;0.6753984
1605526225;38.69751;-9.419721;-0.1644051;0.675399
1605526237;38.69801;-9.418438;-0.1643828;0.6754076
1605526238;38.69829;-9.41837;-0.1643816;0.6754125
1605526239;38.69839;-9.418375;-0.1643817;0.6754143
1605526240;38.69845;-9.418671;-0.1643868;0.6754154
1605526244;38.69891;-9.420664;-0.1644216;0.6754234
1605526246;38.69897;-9.420579;-0.1644201;0.6754244
1605526247;38.69898;-9.420662;-0.1644216;0.6754246
1605526248;38.69905;-9.418614;-0.1643858;0.6754258
1605526249;38.69912;-9.418622;-0.164386;0.6754271
1605526266;38.69957;-9.41786;-0.1643727;0.6754348
1725901856;38.70008;-9.418685;-0.1643871;0.6754438
1725901871;38.70012;-9.418655;-0.1643865;0.6754445
1725901876;38.70023;-9.418307;-0.1643805;0.6754465
1725901897;38.70004;-9.418712;-0.1643875;0.6754431
1725901909;38.69993;-9.420556;-0.1644197;0.6754413
1805341080;38.69695;-9.420242;-0.1644142;0.6753891
1930914533;38.69755;-9.419475;-0.1644008;0.6753996
1946993162;38.70005;-9.4218;-0.1644414;0.6754433
1962429667;38.69818;-9.421194;-0.1644309;0.6754107
1962429680;38.69801;-9.42106;-0.1644285;0.6754078
1962429744;38.69673;-9.422593;-0.1644553;0.6753854
1962429751;38.69828;-9.421314;-0.164433;0.6754124
1962429816;38.6968;-9.421987;-0.1644447;0.6753865
2050381267;38.6968;-9.421455;-0.1644354;0.6753867
2050381269;38.69665;-9.421893;-0.1644431;0.675384
2050429872;38.69965;-9.417774;-0.1643712;0.6754364
2050500833;38.69696;-9.420665;-0.1644216;0.6753893
2050500835;38.69698;-9.421007;-0.1644276;0.6753898
2050500851;38.6969;-9.420953;-0.1644266;0.6753883
2129434715;38.69673;-9.420385;-0.1644167;0.6753854
2129477366;38.6989;-9.420886;-0.1644255;0.6754233
2129477379;38.6997;-9.421736;-0.1644403;0.6754372
2129477380;38.69977;-9.420594;-0.1644204;0.6754383
2129477387;38.69987;-9.421658;-0.1644389;0.6754401
3222062715;38.69623;-9.421041;-0.1644282;0.6753766
3222062716;38.6964;-9.421191;-0.1644308;0.6753796
4707279084;38.70016;-9.418627;-0.164386;0.6754451
5010247387;38.69695;-9.420738;-0.1644229;0.6753891
5010247388;38.69691;-9.420917;-0.164426;0.6753885
5010249226;38.69739;-9.421481;-0.1644359;0.6753968
5010249227;38.69728;-9.421385;-0.1644342;0.6753949
5272203047;38.70076;-9.423206;-0.164466;0.6754557
5272203048;38.69984;-9.421956;-0.1644441;0.6754396
5272203049;38.69903;-9.423375;-0.1644689;0.6754255
5272203051;38.69886;-9.423441;-0.1644701;0.6754226
5272203055;38.69808;-9.42288;-0.1644603;0.675409
5272203056;38.69801;-9.422668;-0.1644566;0.6754076
5272203057;38.6979;-9.42247;-0.1644531;0.6754057
5272203058;38.69773;-9.422249;-0.1644493;0.6754028
5276675406;38.69796;-9.418313;-0.1643806;0.6754069
