4302771;1534487964;4565533024;
4302771;4565533024;1257550790;
4302771;1257550790;4565533025;
4302771;4565533025;1534488584;
4302771;1534488584;4565533018;
4302771;4565533018;1534488645;
4302771;1534488645;4565533019;
4302771;4565533019;1534487986;
4302771;1534487986;4565533016;
4302771;4565533016;4565533017;
4302771;4565533017;4565533015;
4302771;4565533015;1534487987;
99018000;1147306021;1145549712;
99018000;1145549712;1147305629;
99018000;1147305629;1147305853;
99018000;1147305853;1145549711;
99018000;1145549711;1147306542;
99018000;1147306542;1147305060;
99018000;1147305060;1145528596;
99019564;1147305928;1145549711;
99019598;1145564365;1145552395;
99019598;1145552395;4537061684;
99019598;4537061684;4537061685;
99019598;4537061685;1145552396;
99019598;1145552396;1145552397;
99019598;1145552397;1145552399;
99019598;1145552399;1145564351;
99019598;1145564351;1145528606;
99019811;1145528598;4838811942;
99019811;4838811942;1145554028;
99019811;1145554028;1147305548;
99019811;1147305548;2101211001;
99019886;1147306483;1147305543;
99019886;1147305543;1147306705;
99019886;1147306705;1147306960;
99019886;1147306960;2678910464;
99019886;2678910464;1147305034;
99019895;1147305228;1147305017;
99019895;1147305017;1147306705;
99019895;1147306705;1147306857;
99019904;1147307041;1147305194;
99019904;1147305194;1147305543;
99019904;1147305543;1145557880;
99019909;1147306802;1147305194;
99019909;1147305194;1147305017;
99019909;1147305017;1145555332;
99019909;1145555332;1145555336;
99019909;1145555336;1145555339;
99019909;1145555339;1147306960;
99019990;1147305793;1145555893;
99019990;1145555893;1145557880;
99019990;1145557880;1147306857;
99019990;1147306857;1328040209;
99019990;1328040209;1328042408;
99020062;1147306481;1145557167;
99020076;1147305859;1147305637;
99020076;1147305637;1147305916;
99020076;1147305916;1145557167;
99020076;1145557167;1147305548;
99020085;1147305637;1145557880;
99020093;1145557890;1147305916;
99021492;1145564328;1145564329;
99021500;1147306817;1262328956;
99021500;1262328956;1145564361;
99021500;1145564361;1262328856;
99021500;1262328856;4537061679;
99021500;4537061679;1145564362;
99021500;1145564362;4537061680;
99021500;4537061680;1145564363;
99021553;1145564611;4537061689;
99021553;4537061689;1145564544;
99021553;1145564544;4537061688;
99021553;4537061688;1147305524;
99021553;1147305524;4537061687;
99021553;4537061687;4537061686;
99021553;4537061686;1145564545;
99021553;1145564545;1145552397;
99021571;1145564611;1147305970;
99021571;1147305970;1300651862;
99021571;1300651862;1147306584;
99021571;1147306584;1145564612;
99021598;1145564789;1262328625;
99021598;1262328625;1262328989;
99021598;1262328989;1262328683;
99021598;1262328683;1262328350;
99021598;1262328350;1262328464;
99021598;1262328464;1145564790;
99021598;1145564790;1262328484;
99021598;1262328484;1148143854;
99185207;1147305060;1147305029;
99185237;1145528598;4838811941;
99185237;4838811941;1145528600;
99185237;1145528600;1328158457;
99185237;1328158457;1147306021;
99185237;1147306021;1145528601;
99185244;1147305480;1145528601;
99185259;1147305853;1147306000;
99185259;1147306000;1147306848;
99185259;1147306848;1147307054;
99185282;1147305480;1145528603;
99185282;1145528603;1328045029;
99185282;1328045029;1328042674;
99185290;1147306542;1147305627;
99256754;1148144107;1148143240;
99256754;1148143240;1148144159;
99256754;1148144159;5296177640;
99256754;5296177640;1148143902;
99256754;1148143902;1148143688;
99256754;1148143688;1148143547;
99256754;1148143547;1148143428;
99256754;1148143428;5296177638;
99256754;5296177638;1148228246;
99256754;1148228246;1148143304;
99256754;1148143304;1148143164;
99256754;1148143164;1148144072;
99256754;1148144072;1148143785;
99256754;1148143785;1148143620;
99256754;1148143620;1148143482;
99256754;1148143482;1148143361;
99256754;1148143361;5296177639;
99256754;5296177639;1148143325;
99256754;1148143325;1148143205;
99256754;1148143205;1148144107;
99256758;1262329213;4838731496;
99256758;4838731496;4838731495;
99256758;4838731495;1262328519;
99256758;1262328519;1262328354;
99256758;1262328354;1262328506;
99256763;1148143620;1148143425;
99256763;1148143425;1148143675;
99256763;1148143675;1148144157;
99256763;1148144157;1148143356;
99256763;1148143356;1148143524;
99256763;1148143524;1148143283;
99256763;1148143283;1148143528;
99256763;1148143528;1148143854;
99272501;1148228665;1148228122;
99272501;1148228122;1148228063;
99272501;1148228063;1148228400;
99272501;1148228400;1148228262;
99272501;1148228262;1262328660;
99272501;1262328660;1148228614;
99272501;1148228614;1148228552;
99272501;1148228552;1148228001;
99272501;1148228001;1148227852;
99272501;1148227852;1148228205;
99272501;1148228205;1148228148;
99272501;1148228148;1148228498;
99272510;1148143857;1148228689;
99272510;1148228689;1148228142;
99272510;1148228142;1163403048;
99272510;1163403048;1148227992;
99272510;1148227992;1148228339;
99272510;1148228339;4838615897;
99272510;4838615897;1163401160;
99272510;1163401160;1148228674;
99272510;1148228674;1148228565;
99272510;1148228565;1148228014;
99272510;1148228014;1148227868;
99272510;1148227868;1148228216;
99272510;1148228216;1262329312;
99272510;1262329312;1148227964;
99272510;1148227964;1148228307;
99272510;1148228307;1148228009;
99272524;4838616627;1148228622;
99272524;1148228622;1262328854;
99272524;1262328854;1148228473;
99272524;1148228473;1148227922;
99272524;1148227922;1262328951;
99272524;1262328951;1148228576;
99272524;1148228576;1148228024;
99272524;1148228024;1148227877;
99272524;1148227877;1148228223;
99272524;1148228223;1148228165;
99272556;1148228246;1148228165;
100639202;1163402203;1163404639;
100639345;1163401274;3400529710;
100639345;3400529710;1163403193;
100639345;1163403193;3400529709;
100639345;3400529709;1163402203;
100639345;1163402203;1163401867;
100639345;1163401867;1163404253;
100639345;1163404253;1163405040;
100639345;1163405040;1163403374;
100639345;1163403374;1163403255;
100639345;1163403255;1163401649;
100639345;1163401649;1163402532;
100639345;1163402532;1163404872;
100639345;1163404872;1262328902;
100639345;1262328902;1262328506;
110560930;1145564789;1145564484;
110560930;1145564484;1262328950;
110560930;1262328950;1145564334;
110560933;1262328666;1262329231;
110560933;1262329231;1262329330;
110560935;1262329065;1145564790;
110560937;1262329255;4537061692;
110560937;4537061692;1262329008;
110560937;1262329008;4537061691;
110560937;4537061691;1262329153;
110560937;1262329153;1262329296;
110560937;1262329296;1262328439;
110560937;1262328439;1262328612;
110560937;1262328612;4537061698;
110560937;4537061698;1300651780;
110560938;1262329299;1262328778;
110560938;1262328778;1262328820;
110560938;1262328820;1262328615;
110560938;1262328615;1145554449;
110560938;1145554449;1262329212;
110560938;1262329212;2664825241;
110560938;2664825241;1147306802;
110560938;1147306802;2664825242;
110560938;2664825242;1147306483;
110560938;1147306483;1147305793;
110560938;1147305793;1145554466;
110560938;1145554466;1147305859;
110560938;1147305859;1145554469;
110560938;1145554469;1147305587;
110560938;1147305587;1145528597;
110560940;1262328739;1262329014;
110560940;1262329014;1262328710;
110560940;1262328710;1262328891;
110560940;1262328891;1262328725;
110560940;1262328725;1262328799;
110560941;1262328386;1262328729;
110560941;1262328729;1262328892;
110560941;1262328892;1262329016;
110560941;1262329016;1262328740;
110560941;1262328740;1262328899;
110560941;1262328899;1262329026;
110560947;1262328577;1262328616;
110560949;1262329292;1262329174;
110560949;1262329174;1262329320;
110560949;1262329320;1262328472;
110560949;1262328472;1262328642;
110560949;1262328642;1262328845;
110560949;1262328845;1262328955;
110560949;1262328955;1262329294;
110560949;1262329294;1262329117;
110560949;1262329117;1262329244;
110560949;1262329244;1262328967;
110560949;1262328967;1262329127;
110560949;1262329127;1262329264;
110560949;1262329264;1262328387;
110560950;1262328634;1262329190;
110560950;1262329190;1262329337;
110560950;1262329337;1148228268;
110560954;1262329026;1262328455;
110560954;1262328455;1262328632;
110560960;1262328946;1262328986;
110560960;1262328986;1262329139;
110560960;1262329139;1262329277;
110560960;1262329277;1262328403;
110560965;1262328474;1262329183;
110560965;1262329183;1262329331;
110560965;1262329331;1262328493;
110560965;1262328493;1262328660;
110560966;1262328397;1262329024;
110560966;1262329024;1262329162;
110560966;1262329162;1262329306;
110560966;1262329306;1262328451;
110560966;1262328451;1262328628;
110560966;1262328628;1262329312;
110560967;1262328749;1262328686;
110560967;1262328686;1262328877;
110560967;1262328877;1262328992;
110560967;1262328992;1145554449;
110560975;1262328571;1262328760;
110560976;1262328905;1262329316;
110560976;1262329316;1262328466;
110560976;1262328466;1262328842;
110560976;1262328842;1262328952;
110560977;1262328923;1262329185;
110560977;1262329185;1262329062;
110560977;1262329062;1262328436;
110560977;1262328436;1262328917;
110560977;1262328917;1262328779;
110560977;1262328779;1262328581;
110560977;1262328581;1262328739;
110560981;1148228154;1262328668;
110560981;1262328668;1262328871;
110560981;1262328871;1262328980;
110560981;1262328980;1262328684;
110560981;1262328684;1262328876;
110560981;1262328876;1262328991;
110560981;1262328991;1262329143;
110560981;1262329143;1262329281;
110560981;1262329281;1262328411;
110560981;1262328411;4838616649;
110560981;4838616649;1262328585;
110560981;1262328585;1262328785;
110560981;1262328785;1262328420;
110560981;1262328420;1148228498;
110560982;1262328372;4537061651;
110560982;4537061651;1262329032;
110560982;1262329032;1262329167;
110560982;1262329167;1262329311;
110560984;1262329104;1262328728;
110560990;1145558740;1262328441;
110560990;1262328441;1262328613;
110560991;1262328625;1262329272;
110560991;1262329272;1262329330;
110560991;1262329330;1262328491;
110560991;1262328491;1262328659;
110560991;1262328659;1262328862;
110560993;1262328739;1262328432;
110560993;1262328432;1262329160;
110560993;1262329160;1262329303;
110560993;1262329303;1262328447;
110560993;1262328447;1262328387;
110560993;1262328387;1262329182;
110560993;1262329182;1262329279;
110560993;1262329279;1262328583;
110560993;1262328583;1262328484;
110560994;1148228614;4838616648;
110560994;4838616648;4838616647;
110560994;4838616647;4838616646;
110560994;4838616646;4838616645;
110560994;4838616645;1262329295;
110560994;1262329295;1262328911;
110560994;1262328911;1262329045;
110560994;1262329045;1262329175;
110560994;1262329175;1262328991;
110560995;1145564612;1145564613;
110560995;1145564613;1300651946;
110560995;1300651946;1300651660;
110560995;1300651660;1145564614;
110560995;1145564614;1300652171;
110560995;1300652171;1145564615;
110560995;1145564615;1147306140;
110560995;1147306140;1145564616;
110560995;1145564616;1147306362;
110560995;1147306362;1145564617;
110560995;1145564617;1300651901;
110560995;1300651901;1300651688;
110560995;1300651688;1145564618;
110560995;1145564618;1262328895;
110560995;1262328895;1145564789;
110560995;1145564789;1262329020;
110560995;1262329020;1145564328;
110560999;1262329092;1262329208;
110560999;1262329208;1262328357;
110560999;1262328357;1262328525;
110560999;1262328525;1262328696;
110561000;1262328835;1262328464;
110561006;1262328383;1262328575;
110561006;1262328575;1262328763;
110561006;1262328763;1262328912;
110561006;1262328912;1262329048;
110561006;1262329048;1262329177;
110561006;1262329177;1262329322;
110561006;1262329322;1262328478;
110561006;1262328478;1262328965;
110561008;1262329201;1262328350;
110561010;1262329282;1262328901;
110561011;1262328710;1262328887;
110561011;1262328887;1262329006;
110561011;1262329006;1262329151;
110561011;1262329151;1262329292;
110561012;1145564346;1262329119;
110561012;1262329119;1262329255;
110561014;1163404180;1262328873;
110561014;1262328873;1262328984;
110561014;1262328984;1163401649;
110561016;1262329171;1262328683;
110561023;1262328483;1262328783;
110561023;1262328783;1262329026;
110561026;1262328806;1262328929;
110561026;1262328929;1262329084;
110561026;1262329084;1262328816;
110561026;1262328816;1262328936;
110561032;1148143325;1262329198;
110561032;1262329198;1262328347;
110561032;1262328347;1262328512;
110561032;1262328512;1262328681;
110561032;1262328681;1262328696;
110561032;1262328696;1262328987;
110561032;1262328987;1262329140;
110561032;1262329140;1262328881;
110561032;1262328881;1262328998;
110561032;1262328998;1262329092;
110561032;1262329092;1262329146;
110561032;1262329146;1262329285;
110561032;1262329285;1262328416;
110561032;1262328416;1262328598;
110561032;1262328598;1262328799;
110561033;1262329182;1262328861;
110561033;1262328861;1262328500;
110561033;1262328500;4838733884;
110561033;4838733884;1262328869;
110561033;1262328869;1262329310;
110561033;1262329310;1262328371;
110561033;1262328371;1262329134;
110561033;1262329134;1262328862;
110561033;1262328862;1262329272;
110561034;1262329246;1262328968;
110561035;1262328583;1262329065;
110561035;1262329065;1262328835;
110561035;1262328835;1262329201;
110561035;1262329201;1262329171;
110561035;1262329171;1262329165;
110561035;1262329165;1262329310;
110561036;1145558739;1262328604;
110561036;1262328604;1262328556;
110561036;1262328556;1262328749;
110561036;1262328749;1262328905;
110561039;1262329310;1262328954;
110561039;1262328954;1262329116;
110561039;1262329116;1262329287;
110561040;1148228400;1262328969;
110561040;1262328969;1262329128;
110561040;1262329128;1262329266;
110561040;1262329266;1262328577;
110561040;1262328577;1262328765;
110561040;1262328765;1262328913;
110561045;1262328846;1262329246;
110561045;1262329246;1262329287;
110561046;1145564339;1262328897;
110561046;1262328897;1262329022;
110561046;1262329022;1262329161;
110561046;1262329161;1262329307;
110561046;1262329307;1262328450;
110561046;1262328450;1262328831;
110561046;1262328831;1262328946;
110561046;1262328946;1262329104;
110561046;1262329104;1262329229;
110561046;1262329229;1262328365;
110561046;1262328365;1262328867;
110561049;1148143528;4838616651;
110561049;4838616651;1148143881;
110561049;1148143881;4838616632;
110561049;4838616632;1148143545;
110561052;1262329019;1262328579;
110561052;1262328579;1262329279;
110561055;1145564363;1262328753;
110561055;1262328753;1262328907;
110561055;1262328907;1145564342;
110561058;1262329213;4838731497;
110561058;4838731497;1262328386;
110561058;1262328386;1262328565;
110561058;1262328565;1262328758;
110561058;1262328758;1262328910;
110561058;1262328910;1262329044;
110561058;1262329044;1262328775;
110561058;1262328775;1262328915;
110561058;1262328915;1262329054;
110561058;1262329054;1262329180;
110561058;1262329180;1262329328;
110561058;1262329328;1262328483;
110561058;1262328483;1262328657;
110561058;1262328657;1262328860;
110561058;1262328860;1262328497;
110561058;1262328497;1262328663;
110561058;1262328663;1262328867;
110561059;1262328604;1262328807;
110561059;1262328807;3526079046;
110561059;3526079046;1262328930;
110561059;1262328930;1262328884;
110561059;1262328884;1262329085;
110561059;1262329085;1262329204;
110561059;1262329204;1262328353;
110561059;1262328353;1262329120;
110561059;1262329120;1262329212;
110561061;4838733878;1262328878;
110561061;1262328878;4838733883;
110561061;4838733883;1262328374;
110561061;1262328374;1262328552;
110561061;1262328552;1163402532;
110561063;1262328371;1262328989;
110752657;1263990451;1263990589;
110752661;1263990323;1263990775;
110752661;1263990775;1263990325;
110752661;1263990325;1263990549;
110752661;1263990549;1263990896;
110752661;1263990896;1263990585;
110752661;1263990585;1263990997;
110752661;1263990997;1263990659;
110752661;1263990659;1263990288;
110752661;1263990288;1263990939;
110752661;1263990939;1263990499;
110752661;1263990499;1263990255;
110752661;1263990255;1263990559;
110752661;1263990559;1263990327;
110752661;1263990327;1263990622;
110752661;1263990622;1263990402;
110752661;1263990402;1263990698;
110752661;1263990698;1263990314;
110752661;1263990314;1263990608;
110752661;1263990608;1263990387;
110752661;1263990387;1263990686;
110752661;1263990686;1263990456;
110752661;1263990456;1263990789;
110752661;1263990789;1263990512;
